fucI	fucR	fucP	fucK	fucO	fucU	fucA	crp	hofM	glpE	hofC	sohB	hofN	yhfA	ilvN	dksA	speC	hofP	azuC	trxA	hofO	ompA	glgC	glpG	mpl	ivbL	sfsA	yeiA	ppdD	ubiG	spf	hofB	glgS	ilvB	glgP	cpdB	agp	cyaA	cstA	cyaR	ykgR	glgA	xseA	yeiT	grpE	ychH	gntP	uxuR	uidB	uxuA	uidA	uxuB	exuR	uxaB	exuT	uxaA	uxaC	uidC	uidR	uhpT	uhpA	lsrF	lsrR	lsrK	lsrB	lsrG	lsrD	lsrA	tam	lsrC	murP	malM	malT	malK	lamB	malG	malS	malE	malF	dgsA	ynfK	ptsH	crr	ptsI	manX	manZ	manY	fruR	nagC	nagD	pgk	gapA	fbaA	epd	nagB	nagE	chbB	chbR	chbC	chbA	chbG	chbF	nanM	nanC	nagA	acnB	acnA	mtlD	mtlR	mtlA	galP	ptsG	aceK	aceB	iclR	aceA	nanR	nanA	nanE	nanT	nanK	yhcH	fimB	cysG	nirC	nirB	nirD	glmU	fruB	pck	fruA	ppsA	pfkA	eno	glmS	fruK	glk	malZ	yahA	pykF	galS	mglB	galR	mglC	mglA	galM	galE	galK	hupB	galT	hupA	pgm	seqA	tyrP	mtr	prpD	prpR	prpC	prpB	prpE	tnaC	rhaB	rhaS	rhaA	rhaD	rhaR	rhaT	entE	araA	agaV	ascF	ascG	ascB	htpG	gntT	icd	aldB	entA	putP	gntX	dsdX	dadA	aroA	ugpC	melB	melR	melA	putA	mhpC	kbaZ	agaR	agaC	agaS	agaD	kbaY	agaI	agaB	glpF	cirA	ugpQ
0.7659703	0.7496472	0.5428441	0.7473141	0.5229438	0.6329267	0.5679649	0.6577447	0.6340563	0.7271903	0.4479640	0.0179404	0.6492659	0.0231577	0.7286652	0.5542673	0.0709407	0.7832213	0.3279655	0.0978006	0.5933482	0.7292599	0.6512198	0.5109159	0.3594420	0.5320539	0.4387752	0.6476068	0.7023713	0.6602403	0.0199951	0.7183455	0.7430753	0.4786457	0.5784201	0.5791454	0.7691109	0.2349443	0.6433403	0.6718642	0.6871332	0.7280169	0.1839388	0.6932692	0.6283470	0.4523430	0.5975370	0.3351799	0.3971870	0.3505568	0.4348285	0.4589637	0.6585339	0.0752950	0.5723035	0.3839217	0.5622012	0.6664048	0.5105721	0.4798179	0.6290354	0.2455663	0.6575258	0.7278045	0.3043841	0.5391521	0.2377849	0.3821772	0.0849148	0.8123093	0.7100062	0.5348455	0.2929441	0.5512287	0.6715935	0.7487802	0.7186988	0.6519986	0.7468607	0.6033430	0.3607212	0.3959421	0.5667089	0.2794482	0.0039933	0.1220953	0.0197337	0.6111614	0.4295682	0.0380134	0.5711677	0.4265788	0.5633234	0.7222638	0.5087924	0.4536438	0.0099650	0.6555037	0.2992413	0.3287131	0.7427960	0.3473751	0.5053089	0.5649177	0.7029136	0.6710173	0.5308261	0.3319082	0.4590702	0.1568861	0.2173993	0.3092437	0.5180766	0.1877156	0.6568272	0.6186089	0.5812398	0.5344741	0.1683809	0.1569032	0.5639305	0.2234835	0.3879460	0.0770327	0.0418049	0.0659771	0.0241205	0.4526872	0.1504659	0.4804186	0.1328677	0.3650792	0.0720565	0.2016745	0.0112159	0.1900342	0.0530934	0.1346413	0.3042927	0.1193453	0.6094683	0.5447224	0.1011291	0.4809458	0.4081039	0.0445307	0.2083158	0.0046720	0.6723924	0.2001055	0.5731562	0.0071724	0.1483998	0.0259994	0.3754859	0.7777088	0.6078953	0.4780896	0.4922202	0.5122499	0.5499750	0.6013520	0.7071203	0.7492962	0.5454375	0.6132433	0.6727218	0.8452144	0.7118255	0.1523499	0.2642889	0.7429052	0.2407110	0.2771546	0.4224757	0.5582181	0.8702797	0.7455519	0.4048298	0.5709668	0.5533550	0.4815037	0.0742128	0.6072619	0.5423887	0.5860280	0.8459321	0.4417060	0.5393281	0.5120755	0.4425724	0.4341201	0.5207890	0.4153297	0.3636375	0.0705443	0.1823698	0.4563272	0.3976145	0.6946935
0.7806412	0.7300180	0.6365873	0.6719907	0.3208529	0.4299959	0.7563649	0.6508497	0.7280943	0.7031503	0.4576287	0.0149646	0.6007306	0.0441966	0.6181180	0.5267866	0.1171850	0.8394618	0.4352809	0.1024670	0.5539783	0.6989690	0.5534830	0.4882511	0.4546507	0.5026871	0.4760059	0.6082032	0.6667704	0.5945423	0.0672877	0.6119481	0.6228615	0.3794141	0.5009035	0.5830942	0.5912355	0.1788676	0.5766169	0.5284678	0.6662087	0.6441767	0.2462914	0.8175975	0.6119959	0.3605196	0.4665123	0.3924453	0.2119130	0.2082646	0.5692683	0.5005356	0.7200816	0.1607852	0.6060313	0.2269631	0.5414213	0.5422118	0.7803822	0.4232867	0.6204082	0.4834202	0.6775015	0.8834038	0.5298876	0.4134336	0.2983064	0.1571922	0.2014758	0.5653104	0.6846627	0.3624536	0.2837679	0.8458323	0.7265184	0.6854623	0.6225243	0.7096246	0.8946337	0.6175678	0.1870249	0.6294622	0.2445181	0.0436726	0.0431153	0.0180372	0.0186669	0.6974836	0.4174074	0.0450777	0.6816012	0.4389216	0.1774401	0.3932512	0.2703496	0.4124255	0.0003681	0.6976555	0.4349627	0.2240564	0.7500874	0.2183249	0.4452683	0.4653487	0.8154718	0.5323796	0.6811534	0.2351675	0.2493515	0.1812354	0.1083578	0.2643827	0.6848999	0.0700285	0.6478506	0.5917702	0.7886363	0.5574481	0.6591169	0.0675585	0.6613447	0.4823642	0.2698556	0.0804856	0.0832833	0.0508291	0.0476223	0.5923167	0.1165575	0.5209606	0.0816481	0.3914382	0.0160696	0.1793937	0.0217030	0.1551220	0.0644438	0.1391466	0.2571439	0.1086043	0.3953357	0.3012678	0.0210171	0.6834094	0.4386897	0.0722265	0.3331518	0.0365450	0.7175692	0.1989318	0.6223068	0.0016907	0.1327248	0.0312116	0.5067748	0.7328460	0.6661574	0.5812085	0.6525443	0.5568249	0.5723010	0.6534085	0.7106054	0.8712100	0.6104350	0.6856001	0.6876166	0.7081931	0.6132648	0.0410704	0.6323710	0.7209376	0.5695369	0.2750101	0.4444720	0.6610527	0.6234955	0.6687015	0.2936443	0.4246983	0.6226241	0.4055253	0.1657222	0.6015305	0.6824272	0.5735216	0.7811508	0.6529344	0.5612250	0.5084870	0.7774084	0.0380180	0.2831464	0.1601885	0.0792084	0.0334891	0.0958319	0.4434591	0.5008189	0.6790818
0.7364453	0.6391906	0.5261318	0.6675573	0.4334530	0.5528507	0.6109087	0.7864110	0.7259239	0.7594268	0.7048294	0.0299382	0.6034673	0.0108077	0.6439909	0.7630009	0.1309166	0.6366751	0.3532868	0.0555052	0.6725735	0.7237209	0.7060613	0.5244934	0.4282269	0.7430997	0.4781966	0.5588608	0.6225132	0.5627425	0.0783378	0.5429681	0.5811792	0.5859456	0.5416714	0.5007916	0.5655601	0.3868512	0.6933175	0.7202395	0.5537619	0.6985228	0.1974895	0.6373564	0.6465002	0.3625034	0.5098151	0.1232984	0.2540407	0.2555530	0.5585173	0.2824746	0.7091448	0.2330496	0.6872496	0.4011176	0.4899988	0.5878477	0.5127539	0.3806423	0.4609559	0.6455735	0.5956067	0.8075447	0.3632985	0.5530626	0.3016485	0.1217821	0.0808233	0.5747353	0.8615520	0.5320783	0.2755343	0.6684742	0.7681886	0.6423304	0.7987505	0.6636522	0.7722600	0.6169991	0.2104915	0.4306398	0.1855703	0.0030196	0.0461771	0.4168352	0.0351131	0.4862037	0.5195910	0.0409697	0.6684871	0.3282037	0.6806233	0.6944161	0.3296604	0.3413043	0.0000777	0.6076910	0.2745906	0.2658580	0.7117123	0.4010407	0.2678589	0.5885772	0.7395139	0.5950965	0.6135624	0.2097096	0.5177194	0.1435736	0.3015074	0.1893894	0.4433396	0.1760044	0.6621107	0.7841315	0.6640979	0.3254015	0.4360497	0.2252760	0.5254117	0.1513212	0.4464942	0.1510315	0.0746817	0.0625573	0.0400740	0.5361326	0.1787602	0.3833276	0.0796295	0.4078982	0.0928375	0.2225006	0.0073045	0.1991973	0.0920840	0.1927471	0.1563097	0.1299752	0.2719036	0.5901041	0.2283497	0.6141833	0.6167609	0.0268179	0.3808319	0.1618856	0.6274786	0.0643901	0.7693169	0.0049290	0.1451490	0.0180140	0.4248315	0.7252515	0.6137426	0.6030757	0.4817904	0.6265759	0.6072421	0.7431444	0.7351232	0.6472212	0.6041998	0.6605570	0.8136720	0.6133463	0.7653691	0.0859478	0.3407542	0.8587110	0.4426665	0.2973249	0.6958918	0.6422892	0.7300456	0.5380354	0.3009303	0.5827014	0.6398683	0.4774348	0.0954318	0.6513108	0.4971310	0.6580937	0.6427301	0.6144767	0.7116136	0.2678972	0.7775763	0.0985059	0.2232055	0.1249435	0.1856960	0.0043022	0.1142989	0.5455233	0.4180877	0.7002266
0.6740637	0.6850958	0.4861428	0.6300547	0.2763208	0.5498312	0.6770154	0.6009524	0.8623347	0.6155984	0.4105804	0.0837261	0.6494440	0.0562307	0.6368023	0.6445620	0.1545837	0.7541148	0.4298346	0.1878424	0.4315303	0.5922704	0.7514703	0.3813791	0.4530384	0.4475262	0.5463311	0.6273947	0.6266144	0.3307069	0.0934035	0.6259079	0.6270141	0.4669679	0.3781751	0.4357217	0.5766086	0.2147893	0.7070688	0.6172478	0.6145526	0.7073730	0.1902926	0.7409520	0.5413606	0.3680522	0.5333960	0.2823658	0.1871525	0.4655671	0.3263021	0.3404179	0.5263610	0.1630145	0.6242376	0.3833624	0.4793607	0.6093418	0.8164700	0.3194864	0.6079175	0.1723966	0.6298924	0.7459095	0.6144963	0.5039018	0.3973286	0.5305893	0.0600932	0.6700676	0.6317814	0.5379220	0.2871206	0.5687422	0.7861697	0.6957700	0.7255161	0.7076968	0.7628518	0.5535995	0.0089386	0.1541277	0.2046409	0.1687347	0.0063354	0.0448582	0.0286106	0.5683431	0.5449931	0.0051838	0.7338605	0.4916790	0.4878567	0.7467350	0.1876456	0.5156497	0.0719775	0.6047416	0.3756844	0.4515404	0.7010225	0.0435117	0.4332584	0.2051285	0.5730692	0.6741705	0.6645568	0.2326029	0.5051390	0.1366975	0.2592641	0.1717459	0.7752902	0.1402014	0.6505734	0.6290071	0.7142655	0.2153417	0.6334110	0.1744014	0.5591291	0.4360898	0.3650940	0.1032152	0.0202882	0.0399992	0.0313244	0.4714537	0.1060365	0.5768664	0.0979117	0.4524918	0.0818620	0.2848952	0.0004693	0.1281376	0.0687480	0.0801686	0.3127427	0.0529203	0.4652177	0.6020822	0.0085632	0.5694679	0.8702108	0.0325814	0.4367643	0.2118127	0.5866299	0.3098266	0.4073730	0.0155620	0.0837518	0.0370950	0.4851822	0.7550147	0.4910007	0.4496763	0.7078360	0.3572905	0.7324820	0.7771834	0.7899500	0.7646062	0.5761102	0.5871739	0.8533316	0.6132531	0.6282387	0.0763052	0.1607084	0.5889606	0.3351527	0.2299956	0.2652093	0.6610688	0.5995290	0.6234571	0.3249867	0.3730717	0.4396404	0.6301138	0.2036368	0.6013040	0.6556924	0.5766709	0.6306657	0.7057670	0.4995936	0.3214166	0.7090914	0.1419132	0.2525281	0.0824574	0.3455475	0.0261909	0.1072783	0.4317302	0.3081600	0.6126964
0.4728931	0.6466052	0.4209473	0.4660762	0.0798856	0.1403220	0.5354190	0.3747556	0.7183577	0.3914135	0.1216898	0.1408926	0.6701026	0.0468890	0.6846692	0.4119954	0.2416013	0.5944375	0.5184688	0.2519360	0.4096239	0.7670364	0.5850054	0.2005268	0.2553644	0.3594424	0.3593171	0.5539889	0.5426474	0.1368694	0.1617383	0.6508860	0.4297788	0.1481208	0.4112799	0.0567701	0.4124592	0.4478216	0.6908280	0.4677985	0.7098272	0.2467720	0.4115126	0.6205423	0.3757553	0.2214377	0.5928312	0.0565286	0.1924082	0.4467289	0.7360828	0.0557807	0.6352609	0.3803131	0.5609488	0.1711219	0.3230927	0.6168399	0.6187135	0.2783268	0.4999488	0.4540025	0.6810911	0.6772883	0.4669477	0.2634200	0.2479960	0.5013310	0.2514518	0.3084815	0.7006905	0.5154691	0.4427503	0.5313503	0.6746252	0.6279195	0.4431417	0.6452257	0.6648163	0.4334867	0.1373729	0.7628837	0.2883339	0.1407266	0.1383468	0.0280286	0.0174279	0.5848932	0.3778341	0.0728520	0.7047224	0.4637513	0.2741520	0.6493856	0.2023901	0.4774590	0.0038350	0.5433073	0.0914482	0.6078516	0.4049169	0.0260366	0.4936764	0.4110140	0.3821963	0.5546085	0.6298728	0.4131631	0.4018130	0.0745396	0.0568187	0.0859012	0.7129178	0.4455481	0.6969361	0.6309855	0.6453585	0.2617772	0.2146635	0.0342788	0.4720911	0.0931464	0.3056666	0.2212811	0.0487635	0.1364000	0.1887461	0.2612892	0.1111917	0.5483661	0.1415952	0.5424813	0.0336805	0.2196962	0.0134570	0.1471001	0.1316127	0.3168192	0.2912056	0.0731210	0.5297879	0.4871724	0.0679554	0.7304237	0.1698817	0.1545929	0.3962373	0.0038569	0.7191360	0.0238130	0.2934915	0.0087710	0.1388280	0.0084163	0.7849846	0.7956519	0.4554284	0.3258811	0.2320213	0.3397096	0.0978165	0.2912287	0.3549128	0.4035270	0.5323471	0.7012818	0.6462515	0.6556639	0.4888516	0.1386484	0.3577646	0.6886308	0.2813533	0.2865175	0.0802271	0.6278461	0.5415412	0.7304570	0.3919382	0.1089364	0.3604330	0.2744204	0.4638268	0.3948681	0.6279510	0.4087405	0.7800417	0.7233575	0.4004761	0.5699615	0.4305225	0.4331867	0.4201486	0.4296881	0.3932743	0.0038470	0.1442939	0.2322821	0.5287027	0.5051949
0.5196038	0.5634891	0.5877202	0.7066243	0.1665421	0.2068315	0.5992015	0.3835302	0.7551175	0.3437133	0.2172648	0.1897124	0.5014788	0.0817198	0.6976079	0.3996718	0.3897952	0.7912526	0.3351209	0.2570256	0.4909883	0.6869574	0.6575804	0.1301941	0.1975294	0.3395313	0.4296353	0.4328621	0.5537735	0.3430351	0.1182248	0.5977926	0.5585976	0.6448584	0.2911901	0.0824506	0.5666419	0.5157796	0.8139184	0.5726743	0.5507030	0.5148830	0.3609467	0.7717823	0.2966424	0.1240910	0.3083213	0.5565240	0.2461017	0.2792198	0.4247849	0.1531623	0.4507281	0.1761563	0.5640432	0.1900243	0.4501686	0.5842368	0.2869603	0.0306584	0.5634767	0.5999888	0.8260654	0.5638177	0.1991933	0.0734091	0.0839704	0.1524913	0.2707384	0.2034436	0.6032989	0.3786453	0.2896370	0.6533899	0.6327594	0.7121083	0.5079960	0.7089797	0.7097220	0.4540050	0.0802432	0.2502171	0.0964831	0.2632218	0.1644226	0.2170968	0.0117420	0.4459116	0.3534571	0.0706914	0.7459230	0.1141062	0.4113799	0.6425305	0.2602670	0.6951058	0.0023056	0.6682996	0.1449485	0.2019597	0.4996145	0.0787045	0.4365893	0.3463048	0.5996295	0.5713393	0.6367920	0.3532657	0.3111648	0.3593063	0.2452948	0.1610945	0.5234894	0.4022920	0.6538751	0.6471359	0.7057861	0.3834557	0.0350523	0.0000175	0.4043280	0.1298093	0.1869846	0.2819656	0.0534845	0.1743197	0.1982682	0.1342083	0.1010028	0.5000427	0.1527683	0.3904050	0.0176899	0.1074415	0.0080740	0.1545076	0.0588945	0.1627238	0.3796832	0.1555498	0.2268000	0.6230706	0.2309472	0.7105342	0.6364663	0.0826456	0.2778914	0.1924598	0.7499664	0.0202096	0.2972258	0.0021357	0.0672338	0.0388966	0.4867783	0.8704952	0.3680997	0.4891052	0.2911182	0.4409198	0.1815258	0.4158019	0.5443868	0.7197382	0.4110357	0.6075557	0.5872497	0.6221969	0.5016141	0.0658662	0.3291127	0.7850647	0.2969760	0.2603505	0.1315588	0.6111304	0.5370606	0.6929863	0.5113924	0.1569804	0.4117924	0.4599776	0.4563884	0.5572190	0.4328744	0.5049933	0.7163378	0.4667512	0.3710427	0.4334422	0.7397230	0.1258974	0.1893735	0.0707870	0.2744105	0.0182449	0.0573051	0.2606245	0.2126959	0.4308234
0.6168221	0.5924984	0.5090208	0.6506521	0.2915672	0.6886743	0.7031947	0.6321861	0.6050374	0.6946137	0.4049634	0.0387734	0.7096741	0.0280569	0.6206812	0.7156746	0.1703467	0.7202125	0.2632579	0.2136527	0.5730020	0.6946704	0.6652450	0.4021868	0.4307068	0.4227613	0.5168299	0.6465396	0.7286095	0.4801949	0.0804467	0.7140466	0.6528038	0.3620643	0.5198410	0.4581492	0.6083704	0.2345440	0.6656857	0.4737375	0.6916842	0.7700029	0.1972498	0.6430586	0.6585664	0.4035020	0.5170537	0.6225649	0.2592210	0.1442487	0.2641952	0.4951962	0.3613101	0.2677083	0.5933194	0.4318920	0.5774347	0.5916203	0.5984870	0.3431126	0.6549011	0.5561387	0.6726018	0.6448466	0.2423750	0.2124217	0.1896397	0.1517782	0.0867173	0.6033169	0.5998580	0.5037913	0.4596062	0.5831913	0.7127744	0.5466998	0.6922583	0.6720011	0.5741224	0.6305271	0.3448904	0.1851141	0.4945977	0.0959205	0.0414426	0.0171442	0.0206118	0.7703960	0.5069652	0.0617043	0.2448990	0.4362969	0.4576463	0.7240492	0.2467762	0.2710251	0.0210572	0.5980357	0.2300327	0.3469435	0.4975459	0.0908485	0.6389842	0.5135887	0.2345290	0.6265194	0.5912059	0.2433304	0.3191616	0.0270225	0.4900374	0.3877065	0.5674720	0.1766233	0.6153309	0.5174338	0.3257581	0.5460233	0.4046583	0.3441234	0.7240924	0.4587223	0.0919061	0.0814833	0.0318249	0.0788409	0.0817292	0.5150793	0.1310044	0.4211299	0.0962631	0.5669981	0.0816191	0.1890977	0.0051071	0.0002758	0.0799108	0.1758783	0.1437059	0.1093757	0.5685328	0.7186392	0.0551631	0.4181890	0.5558547	0.0093195	0.3464062	0.1598026	0.6633836	0.1923681	0.5359216	0.0148237	0.0806834	0.0007812	0.7060411	0.6758673	0.5576312	0.5673343	0.5389755	0.5819572	0.6510629	0.8038845	0.6089404	0.6901655	0.6031638	0.6365104	0.6748010	0.7799109	0.7276930	0.1842453	0.2558702	0.5359419	0.2254083	0.4522583	0.3402972	0.7764931	0.5738349	0.5437253	0.1329549	0.4010219	0.5755885	0.5393510	0.1587172	0.6698769	0.6852792	0.7290490	0.7774335	0.8172860	0.5998517	0.5364372	0.5128858	0.3590595	0.2699677	0.3055413	0.2928969	0.0237037	0.1274463	0.5668587	0.4709685	0.5364384
0.5629487	0.6516085	0.6262940	0.6863468	0.2462179	0.5794954	0.7518913	0.5135536	0.6902739	0.7179321	0.3553185	0.0855577	0.6967020	0.0687491	0.6336294	0.6118113	0.0950160	0.8061889	0.4884132	0.1384970	0.4514365	0.7053480	0.7181154	0.2320509	0.4029294	0.3949960	0.4554562	0.6119601	0.5887931	0.3542556	0.0690180	0.6386439	0.5789798	0.3630731	0.4592070	0.4392449	0.5922542	0.1500805	0.8240286	0.5966058	0.6725482	0.7541457	0.2564560	0.7025082	0.4384138	0.3377520	0.7625022	0.0963485	0.6108269	0.4689546	0.7218503	0.3616848	0.6921755	0.0695811	0.5585533	0.4039538	0.3276162	0.7241650	0.2277142	0.2900707	0.6997326	0.5897111	0.7585753	0.7292127	0.4625425	0.3109081	0.0079949	0.4044941	0.1969434	0.6779117	0.6335113	0.6746992	0.4610888	0.6295472	0.7599532	0.7364767	0.5982172	0.6265225	0.7334707	0.5860630	0.0098987	0.5123331	0.1080469	0.0289386	0.0371453	0.3826662	0.0096314	0.6296374	0.4862546	0.0757266	0.7165786	0.1481477	0.3592932	0.6037919	0.1076650	0.2237242	0.0000936	0.3730400	0.2855811	0.3498223	0.7497108	0.1309073	0.3203900	0.5146740	0.5499792	0.5473457	0.6449729	0.4452552	0.4561976	0.0639247	0.1173860	0.2142694	0.6031348	0.1316603	0.6893800	0.3769603	0.6002305	0.2048028	0.6059085	0.1600875	0.6884957	0.2510179	0.2723079	0.0344793	0.0338638	0.0333242	0.0830920	0.4285840	0.0774253	0.5810611	0.0189855	0.5212841	0.0159937	0.1146172	0.0013822	0.1818611	0.0315630	0.1835965	0.0893065	0.1011718	0.2809305	0.6498181	0.2744263	0.7285580	0.4760990	0.0610882	0.3370494	0.1597895	0.6045703	0.0144488	0.3768516	0.0054220	0.1136427	0.0240274	0.6160001	0.7012356	0.4670860	0.5678421	0.4755664	0.5196092	0.4707319	0.8229617	0.5836124	0.5247175	0.5038804	0.6102220	0.5653561	0.8389886	0.6077118	0.1225630	0.1840630	0.6447157	0.1418547	0.1474522	0.4210826	0.7046381	0.6510935	0.5978880	0.3082584	0.5447612	0.4154833	0.4116482	0.3689566	0.6641045	0.7725482	0.5450104	0.7779916	0.5734635	0.4665051	0.2932693	0.7025685	0.1663471	0.1634405	0.1588993	0.1934191	0.0055720	0.0670423	0.4206337	0.4769089	0.5298248
0.6344381	0.5135526	0.4689080	0.6138864	0.2962000	0.4007752	0.5880679	0.4422233	0.6778217	0.4470287	0.1825206	0.1529351	0.5824378	0.0600002	0.8244191	0.5209672	0.2747715	0.6875953	0.2592699	0.1591870	0.3350071	0.6455148	0.8099426	0.1506326	0.2811506	0.3659320	0.4807711	0.5458642	0.5821277	0.2736112	0.1074828	0.5680155	0.3753037	0.4929081	0.4131459	0.1146305	0.3942671	0.4406306	0.8232678	0.5926413	0.7308928	0.4061161	0.4487591	0.6482340	0.3156478	0.2032642	0.6583989	0.0403837	0.3257706	0.4231408	0.7266191	0.0750857	0.6604175	0.1073510	0.5345754	0.1736186	0.3956974	0.1827644	0.6058538	0.3675733	0.6445885	0.7568412	0.6996567	0.2464921	0.4467419	0.1871567	0.0525565	0.2693554	0.2234362	0.3081997	0.7419456	0.4545176	0.3963329	0.4865538	0.4934621	0.6887589	0.6380713	0.7027431	0.6836566	0.5823888	0.2117160	0.5370122	0.4226259	0.1370276	0.1292845	0.1454079	0.0281380	0.6597387	0.3194895	0.0513583	0.6101247	0.1003032	0.3533226	0.5796911	0.3874124	0.5662757	0.0246855	0.5062690	0.1948216	0.3057956	0.6049432	0.0039742	0.4019122	0.3451908	0.7078856	0.5752197	0.8321295	0.3867754	0.3234252	0.2964020	0.4335860	0.0781326	0.4817535	0.1575103	0.6463081	0.6332356	0.5051504	0.6929317	0.3336972	0.5273968	0.6935742	0.3345836	0.1603507	0.2407942	0.0112730	0.0640483	0.1296626	0.3665049	0.0947049	0.6450505	0.0526801	0.4579575	0.1009895	0.0514105	0.0199690	0.1764687	0.0633837	0.2422403	0.3282682	0.1518472	0.3599313	0.5282479	0.1746891	0.3720031	0.2548867	0.1621782	0.3868776	0.2829454	0.7770109	0.0095926	0.3721907	0.0048064	0.0053894	0.0607654	0.8543897	0.6539667	0.5769703	0.6166728	0.5481305	0.4634236	0.3214024	0.6311365	0.5366691	0.5918642	0.7729921	0.6456598	0.6867377	0.6771961	0.5204277	0.1032237	0.2345181	0.6751974	0.3411329	0.4080454	0.1748580	0.7664387	0.5156076	0.5742884	0.2881861	0.1897878	0.4039860	0.3631779	0.3779426	0.5482604	0.4373893	0.6873558	0.5640827	0.5378158	0.4324831	0.1667988	0.6978317	0.1299608	0.3124707	0.2073982	0.3217627	0.0012074	0.0327773	0.2817435	0.2897656	0.6944778
0.7435135	0.6980927	0.6059366	0.5981136	0.3636536	0.5635391	0.6642438	0.7800828	0.6997585	0.6066613	0.3822729	0.0045395	0.6639426	0.0404143	0.6016883	0.6039604	0.1319371	0.6632376	0.3463091	0.1279618	0.5550330	0.7975038	0.6461469	0.5798244	0.5446232	0.4875939	0.5447562	0.7059926	0.7205234	0.5349989	0.0558767	0.6543871	0.7528091	0.6489524	0.4874236	0.5910762	0.6893297	0.3332821	0.7293106	0.5079503	0.5861714	0.6683408	0.1487005	0.6163707	0.7447964	0.4460764	0.7345007	0.1613816	0.0866438	0.4353585	0.6413000	0.1442086	0.5817540	0.0954965	0.6114231	0.6067662	0.5760982	0.6305076	0.7153540	0.3705659	0.7405011	0.4607783	0.8182185	0.3210059	0.4445999	0.5809776	0.1262355	0.5200794	0.2547990	0.7233655	0.6555519	0.3954555	0.1212201	0.6175249	0.6407755	0.6870432	0.6725660	0.7952230	0.7937811	0.7560919	0.2651879	0.3448942	0.0714087	0.0111839	0.0022368	0.1427078	0.0259664	0.8320154	0.5245617	0.0498947	0.2610216	0.2828480	0.6405741	0.7189268	0.3649978	0.4241435	0.0832894	0.7089572	0.4691471	0.1929519	0.7263741	0.2526510	0.4289644	0.5141556	0.6957979	0.1386698	0.6884252	0.3694961	0.4311132	0.0281489	0.2116824	0.2712817	0.7735223	0.0131163	0.5671042	0.6931867	0.6165802	0.4186250	0.3277791	0.0053721	0.8091698	0.4295505	0.5226857	0.0452398	0.0338969	0.0927463	0.0658635	0.5294348	0.1089512	0.5342612	0.0716185	0.6419262	0.0076423	0.1714851	0.0053912	0.1328429	0.0502877	0.0047930	0.3646776	0.1082651	0.5885128	0.7809457	0.0280646	0.7024826	0.2900328	0.0572537	0.1389462	0.0005844	0.6239732	0.3132485	0.5312952	0.0030354	0.0995545	0.0045382	0.5559578	0.6010392	0.5731953	0.4639423	0.7030374	0.6023987	0.6829725	0.6964580	0.7866741	0.6948043	0.5200723	0.6680469	0.7760068	0.7053135	0.6097817	0.0912235	0.3191858	0.6856910	0.5561232	0.1557398	0.5102820	0.6806734	0.6875486	0.6454431	0.2492751	0.5347070	0.5141920	0.4024704	0.0964563	0.5169527	0.5349687	0.5595989	0.8120913	0.6026022	0.4955349	0.1897481	0.7461047	0.1653135	0.1816973	0.1801322	0.2455798	0.0694781	0.0937515	0.3611439	0.5211126	0.6708693
