rhaD	rhaS	rhaB	rhaA	rhaR	rhaT	arcA	puuR	ydeA	puuD	rpsJ	rpmC	fadJ	fadE	fadR	fadI	fadD	fadA	fadB	fadL	tpx	betB	betI	betA	betT	fabB	icd	hybA	iraM	hybF	ssb	rplC	lldD	lldR	lldP	uvrA	fabA	fabR	rpsS	ybdN	appA	rpsC	rplV	ackA	rplW	hybB	rpsQ	yccB	appY	appB	appC	hyaB	hyaC	hyaE	iscR	hyaF	hyaA	hyaD	narP	napA	narL	napB	napF	napC	napG	napD	modE	napH	ccmH	ccmE	ccmC	ccmG	flhC	ccmB	ccmF	ccmA	flhD	ccmD	nrfF	nrfB	nrfD	nrfE	nrfA	nrfG	nrfC	mdh	glpA	glpB	glpC	hybE	ygbK	flgM	ppdB	flgC	flgF	flgB	gltI	hybC	fliO	fliR	fliJ	ppdA	ycgR	hdfR	recC	flhE	flgH	fliG	flgJ	flgN	fliL	fliT	fliQ	fliS	flhB	fliF	gltK	yhjH	gltL	flhA	fliP	ygdB	flgD	flgI	fliD	fliM	hybD	ppdC	flgA	flgG	fliK	flgE	fliH	fliN	hybG	fliE	hybO	gltJ	fliI	oppD	fdnH	ydhU	cydC	ydhY	oppA	fdnG	cydD	moeB	ydhX	oppB	ydhW	fnr	moeA	ydhT	yecR	fdnI	ydhV	fdhF	ytfE	hcr	hcp	ubiC	ubiA	focA	nuoI	nuoH	norV	nuoC	dmsA	nuoM	dmsC	nuoG	nuoF	nuoJ	nuoA	nuoL	nuoE	nuoB	dmsB	nuoK	nuoN	norW	rplP	rplD	dmsD	ynfH	rplB	dcuS	ynfF	narX	ynfE	dcuC	puuA	ynfG	pflB	fumB	frdA	dcuR	frdC	frdD
0.0047554	0.0601436	0.2951346	0.1730249	0.0870583	0.5626401	0.3221652	0.0824364	0.1909736	0.5694126	0.5215639	0.7374628	0.2281437	0.2219909	0.5143481	0.5138165	0.0040673	0.3031575	0.5776556	0.0926221	0.1665027	0.0894195	0.6066158	0.3606001	0.2113874	0.1995800	0.3407838	0.2869428	0.5676101	0.0065622	0.2447034	0.5130558	0.4825935	0.0000226	0.6677771	0.2890305	0.1940517	0.6302601	0.2085767	0.5121214	0.2442100	0.1007844	0.5504328	0.5044802	0.3396048	0.0303683	0.2600476	0.6038649	0.6962864	0.3236033	0.5308592	0.1315855	0.4077995	0.1843823	0.6035539	0.4128083	0.3721126	0.0880461	0.7833695	0.2041970	0.3068014	0.1533797	0.4786581	0.6518122	0.4270534	0.3755274	0.5676209	0.4891105	0.2897962	0.4835585	0.4569700	0.2698110	0.1776189	0.4015929	0.3962640	0.5496828	0.0115030	0.3901444	0.7469474	0.7742663	0.1911418	0.5085550	0.1468304	0.7485163	0.2087202	0.1570259	0.0004785	0.4887357	0.1499853	0.2300489	0.0218556	0.4066822	0.0085512	0.2837774	0.1531341	0.0412753	0.2505974	0.0424296	0.0003406	0.3803340	0.3012875	0.2346871	0.4290550	0.5815285	0.0467266	0.1757232	0.6237324	0.0956771	0.1874454	0.1199927	0.0406273	0.0018093	0.2624903	0.0000081	0.1739010	0.0000942	0.0018740	0.0057325	0.0118406	0.0189760	0.0025694	0.0126040	0.1647105	0.2174814	0.1416275	0.4350634	0.2298219	0.2332266	0.0507008	0.1240065	0.5977022	0.0000223	0.0474900	0.1766118	0.4787234	0.1832912	0.2041516	0.1504443	0.5074294	0.1157371	0.2128867	0.4767737	0.1858886	0.4014107	0.2497012	0.0446826	0.3746366	0.6005901	0.1869087	0.1713857	0.5937264	0.5662818	0.0968064	0.1838664	0.2108261	0.4227659	0.0237225	0.4633240	0.2901979	0.4163479	0.5225963	0.2535641	0.1735453	0.3758301	0.5315040	0.4158950	0.0192305	0.2712800	0.5359920	0.1288843	0.1422462	0.2510008	0.6783274	0.3108297	0.6037039	0.5941827	0.3081236	0.3251310	0.1861443	0.6774221	0.1046167	0.0954001	0.1511202	0.4681447	0.5072312	0.1703685	0.2095054	0.1771571	0.3476058	0.6666162	0.2954717	0.5182899	0.2461827	0.4518138	0.6217579	0.4536101	0.4036042	0.7900193	0.4602656	0.6203563
0.6579728	0.3656452	0.5974734	0.2243302	0.4000919	0.7288580	0.2432804	0.0986350	0.4188537	0.3508370	0.2532478	0.7345765	0.2118030	0.2537082	0.7846893	0.3502639	0.0561764	0.5910827	0.6241011	0.1448157	0.5220183	0.0228857	0.3027006	0.5337857	0.2434887	0.5376091	0.5626116	0.4968893	0.4942341	0.0142284	0.3567265	0.4838323	0.5917397	0.0003379	0.7277105	0.4798527	0.6816651	0.5233635	0.2604033	0.5740112	0.4289209	0.2369450	0.4518238	0.4369268	0.4400177	0.5532769	0.1922809	0.6525507	0.6347821	0.3152426	0.5864699	0.2421057	0.5950717	0.4247320	0.6907387	0.3707383	0.3736175	0.0040536	0.6355766	0.0266640	0.1551403	0.1012495	0.3032173	0.2076478	0.5224236	0.5224994	0.2779155	0.5197077	0.0370160	0.5826671	0.2587882	0.1702377	0.1123980	0.3737157	0.4141207	0.3913193	0.0114927	0.3146259	0.5990479	0.6411495	0.1391070	0.7207990	0.0188026	0.6374604	0.0507721	0.5964632	0.0961123	0.3351645	0.2437651	0.6657287	0.0054838	0.1510871	0.2483634	0.0879437	0.0217528	0.0162445	0.1138357	0.5415639	0.0852691	0.2022744	0.0094012	0.2699599	0.0156762	0.6317918	0.2311198	0.1661692	0.4984947	0.0168694	0.1903181	0.2455948	0.0037004	0.0000099	0.0128761	0.0000619	0.0000020	0.3411440	0.3215582	0.0001067	0.0013603	0.2376301	0.0004762	0.0126600	0.0001200	0.3456828	0.0092667	0.7724351	0.5140622	0.1741554	0.0003060	0.0813366	0.5826436	0.0011852	0.2527586	0.0987185	0.6901035	0.0001536	0.5748881	0.0599890	0.1423188	0.3768089	0.4829728	0.6705624	0.0456599	0.3527509	0.4508847	0.2098620	0.3465874	0.3535456	0.3135828	0.3146342	0.6680670	0.4481297	0.1339006	0.5579541	0.0000030	0.3949655	0.2611625	0.5854629	0.0940053	0.2567259	0.3766320	0.3622581	0.2066501	0.2815904	0.2382677	0.5651944	0.0987899	0.4203747	0.3164895	0.0948838	0.4657268	0.2105741	0.4602352	0.7067336	0.6056213	0.6300187	0.1088148	0.4054912	0.2021959	0.1929737	0.2186207	0.1085153	0.2025590	0.3632205	0.7547871	0.4661468	0.4758364	0.2674778	0.2498881	0.3456655	0.5645684	0.3532968	0.3684529	0.1132011	0.8223149	0.6996262	0.6615931	0.6676762	0.0775389	0.7199519
0.3634898	0.1593821	0.2690856	0.1479825	0.0290072	0.3212528	0.3974604	0.0035809	0.2280268	0.4846010	0.3139447	0.6284192	0.0802064	0.1772231	0.7215047	0.4131142	0.0012226	0.4774195	0.3997316	0.0924119	0.3219317	0.0568357	0.5270024	0.4627304	0.2063787	0.2792208	0.3315036	0.2508857	0.6847782	0.0141763	0.2257743	0.3719516	0.7583614	0.0041620	0.5749816	0.2836123	0.1538484	0.5977997	0.4300517	0.5389779	0.1544903	0.0726642	0.5621629	0.4298936	0.3152767	0.1139697	0.2990846	0.6548982	0.5987989	0.3350797	0.6562736	0.3293982	0.7695535	0.4142350	0.7794184	0.4963732	0.4961985	0.3175511	0.8270560	0.3027040	0.3393142	0.0654549	0.2764831	0.4244064	0.7534872	0.3416296	0.7592728	0.5626303	0.0389748	0.2511486	0.4946346	0.2497755	0.1347467	0.5932841	0.4995045	0.5633579	0.2097077	0.3545578	0.6729293	0.7463124	0.6203200	0.6528286	0.0843170	0.6282000	0.3307661	0.5660252	0.1175238	0.2265402	0.0005912	0.2432350	0.5677765	0.4489728	0.0002270	0.1245308	0.0467626	0.0413510	0.3502279	0.0494921	0.0919555	0.0033381	0.0443313	0.0726026	0.0804176	0.7006172	0.3326212	0.3827270	0.6152207	0.0107790	0.6242418	0.0941544	0.4233218	0.1116669	0.7160452	0.0043008	0.0015390	0.0580001	0.0225347	0.1125903	0.0500701	0.6611845	0.0575437	0.2347446	0.0759264	0.2401219	0.3215828	0.6448040	0.3746474	0.2623011	0.2449473	0.0782172	0.6286276	0.2726123	0.1104403	0.0964488	0.3360693	0.2788034	0.2367249	0.2677599	0.3374094	0.2445387	0.4276916	0.5050646	0.0264173	0.1279741	0.2935552	0.0504374	0.3694240	0.2789971	0.3920084	0.1661382	0.5012565	0.5703494	0.2418376	0.3477026	0.0038938	0.4467442	0.4989496	0.4889835	0.1046963	0.4541401	0.4169213	0.3744490	0.1838755	0.3116287	0.5170791	0.4952956	0.0209319	0.7946074	0.5869117	0.0824688	0.2448661	0.0049580	0.6641147	0.3856285	0.5459994	0.3396986	0.2472275	0.2089150	0.2313182	0.4381726	0.2522911	0.2133912	0.1728060	0.0821570	0.3562751	0.1542647	0.0847241	0.2517718	0.4893185	0.4301063	0.1278581	0.5699056	0.2117471	0.2965157	0.5521401	0.6585850	0.1922859	0.5815456	0.0518560	0.6459907
0.4773819	0.0973278	0.1416904	0.1117800	0.0013358	0.5885404	0.2837692	0.0225607	0.2341185	0.5353756	0.4967856	0.4608157	0.2150496	0.2233003	0.5842194	0.4701320	0.0402132	0.4027713	0.2838971	0.0842368	0.2752415	0.0590674	0.5346606	0.4293249	0.2029798	0.4589389	0.3868119	0.2044012	0.6265862	0.0141545	0.2926465	0.4873019	0.6775614	0.0006251	0.7778579	0.2090919	0.2042663	0.6856952	0.5603987	0.6210525	0.1299892	0.1078486	0.4137103	0.4362181	0.1845056	0.1045795	0.3685078	0.6428683	0.5327246	0.3643815	0.7068429	0.3530301	0.2314709	0.1688817	0.7653707	0.1047359	0.1053779	0.1250013	0.7881394	0.0709074	0.4691575	0.1957225	0.5039009	0.5681433	0.4567800	0.1250628	0.7826614	0.6590233	0.0036127	0.5565983	0.4073900	0.2946936	0.1581951	0.4260215	0.3931229	0.5642834	0.1588136	0.4769189	0.6439964	0.6402058	0.3912072	0.7805118	0.2021985	0.6852767	0.4570830	0.7135686	0.2004609	0.2241993	0.0002113	0.1024814	0.3385017	0.2387976	0.1227576	0.0250632	0.0059854	0.0882364	0.2611655	0.0289438	0.0407045	0.0001077	0.4183336	0.4067620	0.3304038	0.6185780	0.1232950	0.4326543	0.6742106	0.1143157	0.5582752	0.0458479	0.5452338	0.0474467	0.3681729	0.1223457	0.4006037	0.0062082	0.0055468	0.0301018	0.0225340	0.5498635	0.1318357	0.0262118	0.1281540	0.2021626	0.1975276	0.7452061	0.3885525	0.1827243	0.0001720	0.0049303	0.5090841	0.0012791	0.2188476	0.2467704	0.3595424	0.2666036	0.1861670	0.0020790	0.2439844	0.0900865	0.2876371	0.5549022	0.1572779	0.1863334	0.2382055	0.0735194	0.4383694	0.5354470	0.2581290	0.1493928	0.5909368	0.6745182	0.0479304	0.3200422	0.3972197	0.4815629	0.0147442	0.3029608	0.3095673	0.5715108	0.6483103	0.3436976	0.1783532	0.2112937	0.6822645	0.4981308	0.0049130	0.2925583	0.4755304	0.0822334	0.0258891	0.0356544	0.6317068	0.5775183	0.5012287	0.5881457	0.0502351	0.4106460	0.0895563	0.5797540	0.3813968	0.3089018	0.0868714	0.2837886	0.4227507	0.2536587	0.1096369	0.2918167	0.6562529	0.4917119	0.2883169	0.4824203	0.3382171	0.5320286	0.5436743	0.7171421	0.4425366	0.4503347	0.0061200	0.8567474
0.0099980	0.1486586	0.2497139	0.2926817	0.0068142	0.5180148	0.3377771	0.1097194	0.3310105	0.5401002	0.3828829	0.4159661	0.1063106	0.2070708	0.6376056	0.2858746	0.0007095	0.3351263	0.2972226	0.0792041	0.4646446	0.0010875	0.7517799	0.4489355	0.1379635	0.3827923	0.4252374	0.3314682	0.5660673	0.1068573	0.3502484	0.2552485	0.7089628	0.0171254	0.4590997	0.3534066	0.4976943	0.6557778	0.1895401	0.5277530	0.2106553	0.3503430	0.3034485	0.3693736	0.2517243	0.5158306	0.6227084	0.5374187	0.6766702	0.4122020	0.5574106	0.2806073	0.5300852	0.2497746	0.6275946	0.3906670	0.3306993	0.3409966	0.7348958	0.0281030	0.2048798	0.0755405	0.3245479	0.3881008	0.3303916	0.3235871	0.3707732	0.5554186	0.2220770	0.3260294	0.5238618	0.0738637	0.1441935	0.3554566	0.2286364	0.3827225	0.1621115	0.3761495	0.6467229	0.6089081	0.2743943	0.8435136	0.0049140	0.6887395	0.2506807	0.4449744	0.1550302	0.2870239	0.0003594	0.6105830	0.5127368	0.2231124	0.1659859	0.0505862	0.1492983	0.1632184	0.2584775	0.2407221	0.1073513	0.0018440	0.1634208	0.2613103	0.1463288	0.7499260	0.0072205	0.4261168	0.6088473	0.1994330	0.6310694	0.1528751	0.5739638	0.0653893	0.6801597	0.0023412	0.0949499	0.0113665	0.3921224	0.2362323	0.1103302	0.4773701	0.0783642	0.1783367	0.0478218	0.2498718	0.0076707	0.7138123	0.3046540	0.2147895	0.2317166	0.0811182	0.6922471	0.0751499	0.0550734	0.1929200	0.5865695	0.3812231	0.6176636	0.0022841	0.4931485	0.3605740	0.4629447	0.6305028	0.0131701	0.1945020	0.3427033	0.1374520	0.2975015	0.4131080	0.3457839	0.2911865	0.6196113	0.3388588	0.0658152	0.3164762	0.2343803	0.5796283	0.5194383	0.4200129	0.1554862	0.3246058	0.2005442	0.5056484	0.1748442	0.4964469	0.3856929	0.3855753	0.1012031	0.7487311	0.5053642	0.0123762	0.6090689	0.3127291	0.2960662	0.6085638	0.7604506	0.3888259	0.2976765	0.3761795	0.6639084	0.2501419	0.3097332	0.3913041	0.1318678	0.1029722	0.5296955	0.4562409	0.0456781	0.5008389	0.0666776	0.5109031	0.2938393	0.3160688	0.3558030	0.4053663	0.6046870	0.6214457	0.6303342	0.6233291	0.2948364	0.5272993
0.2355231	0.0300496	0.1602895	0.0522741	0.0000311	0.2937201	0.3731116	0.1490204	0.0653229	0.5105717	0.2240961	0.4682179	0.1476180	0.1315303	0.6200968	0.4639588	0.0003074	0.2817404	0.1774609	0.0579063	0.3113607	0.0765083	0.5254643	0.5537495	0.0554924	0.3740874	0.2202271	0.3087877	0.9046377	0.0011224	0.1595641	0.2830191	0.6969038	0.0664417	0.5196624	0.1874387	0.2639662	0.7364915	0.3395078	0.5147605	0.2959225	0.1923427	0.2226814	0.5318032	0.1462368	0.1744684	0.0941419	0.6978767	0.8167287	0.5749669	0.6759963	0.1870697	0.4113298	0.0756648	0.6780911	0.4394413	0.4265350	0.2672169	0.7391722	0.3032923	0.2565173	0.3132489	0.4665645	0.4913224	0.7156835	0.1446304	0.5450756	0.3568849	0.0975972	0.5418675	0.3191011	0.1163205	0.2072040	0.8128610	0.4334439	0.4696133	0.1142772	0.3825504	0.7789630	0.7367275	0.2954066	0.6056356	0.4580924	0.8240008	0.4751140	0.4321051	0.0198280	0.2197569	0.0011101	0.3619433	0.4614406	0.2539651	0.0032262	0.0103861	0.0117012	0.1702592	0.1152034	0.0115880	0.0293424	0.1615341	0.2607203	0.0625153	0.1219255	0.6694522	0.3289649	0.5090432	0.4261032	0.0003246	0.6834504	0.0637340	0.4754867	0.3262235	0.6308438	0.0008535	0.0004786	0.4593926	0.0320776	0.2286276	0.0034035	0.3850703	0.4019713	0.0069680	0.2169757	0.0871708	0.0820255	0.5554013	0.1508163	0.2974199	0.0005601	0.2374762	0.8057063	0.0703603	0.0769096	0.0715957	0.1424389	0.0889041	0.1735863	0.0946453	0.4172916	0.2354923	0.0571068	0.7732322	0.3552845	0.1741787	0.2040039	0.3777226	0.7456734	0.5090263	0.3378268	0.0703326	0.5693972	0.4171180	0.2808614	0.2518873	0.1354162	0.5581795	0.3670339	0.4776529	0.4961021	0.5075694	0.5555243	0.3352589	0.1031384	0.4097635	0.3709014	0.6763148	0.0071773	0.5713361	0.6279257	0.0211017	0.2277129	0.1970949	0.7047452	0.2114876	0.6001224	0.4227053	0.3442565	0.4366069	0.3502453	0.1966445	0.2485400	0.2918737	0.0791197	0.1700020	0.4464093	0.3933684	0.0218594	0.3832665	0.2482708	0.5908111	0.3576573	0.5162522	0.1731999	0.3290749	0.5861876	0.7775918	0.2791936	0.7040003	0.0213776	0.6808531
0.0239953	0.1146796	0.2572853	0.4140135	0.0001133	0.4333996	0.2311148	0.1072824	0.4926261	0.5594726	0.4264137	0.7469143	0.2036044	0.2358213	0.5378641	0.4017001	0.0073978	0.4091433	0.5351732	0.1872553	0.1662634	0.0743636	0.5916870	0.4009637	0.1250810	0.0878027	0.5196658	0.3500250	0.7028648	0.0234189	0.2959418	0.5614583	0.7898713	0.0358310	0.6099319	0.4293690	0.3804490	0.6070557	0.5317178	0.5609200	0.0638977	0.2857356	0.5010733	0.3471271	0.2879367	0.1279304	0.3265331	0.4790593	0.5206534	0.4073548	0.6741028	0.3017690	0.7756116	0.5371887	0.5449011	0.8080949	0.4563232	0.6453677	0.7296663	0.3835325	0.2503054	0.3600506	0.3279174	0.5546455	0.6577232	0.4631874	0.7585405	0.5914635	0.0173879	0.4547868	0.5713718	0.4912013	0.1227713	0.4149491	0.6663798	0.4878576	0.2019922	0.5795386	0.7761150	0.7154512	0.4369684	0.4508420	0.4578524	0.7742004	0.6647039	0.4718655	0.3576679	0.4505404	0.2376587	0.2374828	0.4574891	0.1817712	0.0021360	0.0229178	0.0275939	0.1669640	0.2754284	0.1727495	0.2200935	0.0002477	0.2242994	0.0465010	0.2449739	0.6593299	0.0551086	0.4603362	0.5434951	0.0028655	0.6572600	0.0944103	0.6264858	0.0160116	0.7502655	0.0006378	0.0039344	0.0013490	0.0510878	0.2037238	0.0190562	0.4231711	0.1449698	0.0036891	0.0329131	0.0721034	0.1481288	0.6849201	0.2631326	0.3005478	0.0004699	0.0028938	0.4379016	0.0010610	0.0058840	0.1659865	0.2719548	0.2765515	0.3078523	0.0032431	0.2852968	0.0179422	0.1312787	0.5851891	0.0546845	0.2815609	0.2409040	0.0996996	0.3367940	0.3053445	0.1507064	0.2539290	0.6876436	0.6815746	0.0470845	0.1908116	0.0039933	0.4927061	0.4252862	0.5171180	0.2651815	0.4413010	0.5996219	0.4486325	0.2575013	0.5519527	0.4530660	0.5041979	0.0096470	0.5315459	0.5595135	0.0618891	0.2765458	0.0948017	0.4644830	0.5920227	0.7402924	0.4653881	0.2037980	0.3184576	0.2520363	0.5633599	0.2925194	0.1052616	0.4465046	0.2621675	0.6315770	0.3517765	0.1660307	0.5280647	0.5653056	0.5166785	0.5808461	0.7635551	0.2508490	0.3710857	0.6269955	0.5050281	0.4735464	0.5500870	0.1200404	0.6444635
0.3804072	0.2453202	0.4077397	0.2071583	0.0630487	0.6323510	0.4177829	0.1335598	0.0978389	0.4038403	0.1732701	0.6193685	0.1640674	0.2793346	0.7023530	0.2547369	0.0383780	0.4775668	0.4008076	0.0237476	0.2881306	0.0708784	0.3428775	0.5761510	0.2405615	0.6630087	0.3913248	0.1451530	0.8030516	0.0104922	0.1859649	0.3680146	0.7160976	0.0165279	0.5032236	0.2578748	0.4915984	0.7181209	0.5447849	0.5194572	0.2077856	0.0722871	0.3459336	0.4780542	0.1750367	0.1299352	0.2009495	0.6856761	0.4125268	0.5842632	0.8299315	0.1472900	0.2677220	0.1201946	0.5758028	0.3560909	0.2655672	0.3050383	0.8018062	0.0333766	0.5317046	0.3806641	0.2083180	0.7970219	0.7017964	0.4115826	0.6964904	0.5108387	0.0004492	0.2527509	0.2470374	0.3618555	0.0827765	0.2947004	0.3895550	0.5656901	0.0029870	0.5740033	0.6186766	0.6445549	0.1196575	0.5167676	0.3403528	0.7121272	0.1215842	0.5708956	0.0000945	0.1696585	0.0707476	0.0536391	0.0083904	0.0037888	0.3137380	0.0461271	0.2573880	0.2090082	0.4032109	0.0319802	0.0000391	0.1396940	0.1524918	0.0407725	0.0779879	0.6390978	0.0001361	0.0641775	0.2894105	0.1187299	0.1516465	0.0000934	0.0000867	0.0009400	0.0436322	0.0000109	0.0457017	0.0004012	0.0010964	0.4993926	0.1460128	0.0068562	0.1346993	0.0006420	0.0911798	0.1026446	0.0000257	0.4713734	0.1326220	0.1758275	0.1550289	0.2379704	0.5106531	0.0015425	0.1624359	0.2762973	0.3768114	0.0000228	0.1703853	0.0004045	0.1944319	0.0698626	0.4271719	0.8334298	0.1846912	0.2843374	0.2955582	0.0025270	0.7432864	0.3325569	0.1307698	0.0899223	0.6067061	0.4780625	0.3612933	0.1393840	0.0617487	0.5761281	0.4693666	0.3791488	0.4262984	0.4299747	0.5260071	0.2642057	0.1452867	0.4639222	0.6854447	0.7914580	0.0192555	0.4680275	0.5444900	0.1394281	0.1256049	0.0342003	0.6936362	0.4928724	0.7778395	0.4706864	0.5704920	0.3846962	0.0918087	0.5662278	0.4215211	0.1769798	0.1628943	0.1250985	0.6574531	0.0853829	0.0938551	0.2524057	0.1195289	0.4178840	0.2127289	0.4333654	0.2442780	0.5166128	0.5681075	0.6032219	0.4753878	0.5997042	0.1939033	0.6833711
0.8032659	0.7423545	0.6857755	0.2660712	0.5791486	0.5490173	0.2297801	0.1203927	0.4670978	0.5605521	0.2839747	0.4790313	0.0793889	0.1152362	0.6597236	0.2578838	0.0015361	0.4026591	0.4551722	0.0528625	0.4105532	0.0695605	0.5847050	0.2933635	0.1855776	0.0314605	0.5692560	0.2925429	0.6618713	0.0234241	0.2158928	0.5507961	0.6435676	0.0521437	0.7460632	0.4819605	0.2984269	0.7585823	0.3055720	0.5070322	0.1870709	0.2838267	0.5256999	0.3490667	0.5480209	0.1348100	0.2114021	0.7639694	0.7368935	0.3606642	0.5344534	0.5457508	0.5883442	0.1411833	0.7728018	0.3536688	0.2320765	0.4753066	0.5131268	0.0487256	0.3452584	0.2536112	0.3369429	0.3236314	0.5200696	0.3646121	0.7393842	0.6404319	0.0378883	0.3813898	0.3825348	0.2068847	0.1612429	0.2586044	0.7618262	0.4333304	0.1983858	0.8444072	0.6758475	0.7535535	0.2319835	0.7118460	0.1947186	0.6518904	0.4438358	0.5141353	0.4313786	0.2879039	0.1241084	0.3523367	0.4776169	0.1256703	0.0040215	0.2713070	0.1994338	0.0717539	0.1889000	0.1156076	0.0393831	0.2260250	0.0938235	0.3325361	0.0582935	0.6121155	0.0003900	0.4468436	0.6570939	0.0089175	0.7785816	0.1363295	0.6968828	0.0542161	0.5782446	0.0439081	0.0014157	0.0005482	0.0179960	0.0582202	0.0192822	0.4920369	0.0379196	0.0255289	0.0750536	0.4579981	0.1347681	0.7447702	0.3432449	0.2316800	0.2632170	0.0136575	0.4631565	0.2989118	0.0103687	0.1975608	0.7463032	0.4507576	0.3761516	0.1879152	0.2709942	0.0308462	0.2744537	0.6518627	0.1315210	0.1212702	0.3085158	0.1091534	0.3365028	0.3302632	0.2618048	0.1196468	0.5142598	0.5343092	0.0740898	0.2836848	0.0073650	0.5877590	0.3658447	0.3689151	0.3650658	0.6851298	0.7565429	0.4668738	0.2859805	0.2331782	0.7833068	0.2722671	0.0308596	0.6407422	0.3498987	0.1055807	0.1385816	0.0231819	0.5914479	0.6267240	0.7948183	0.6267752	0.5705261	0.2403587	0.2158598	0.5258888	0.2921455	0.3286846	0.1566423	0.2218740	0.6088854	0.1971189	0.0588549	0.1725333	0.1721739	0.4888169	0.0700304	0.6921366	0.4106237	0.3922599	0.5613952	0.2949477	0.3202403	0.7007659	0.1546851	0.5703329
0.0042641	0.0903429	0.0081455	0.0482287	0.0026041	0.5223115	0.5062693	0.0943766	0.0949004	0.4968479	0.4067418	0.4690472	0.2550249	0.0394449	0.5855244	0.4635009	0.0329968	0.4647920	0.3601292	0.1067158	0.2081281	0.0973902	0.3092924	0.4946512	0.1448079	0.4725737	0.1959612	0.3691752	0.7079115	0.0730752	0.1567015	0.6136601	0.5456294	0.0281896	0.5523061	0.2639085	0.4911580	0.4768984	0.4604548	0.4157550	0.2550919	0.0650134	0.5979873	0.4974980	0.3076815	0.1902557	0.2085316	0.7400323	0.5037954	0.6213507	0.6320011	0.2190172	0.2949877	0.1931645	0.5665296	0.6637426	0.3471938	0.1769247	0.4217576	0.0331019	0.2922613	0.3031412	0.1684628	0.5619417	0.5095302	0.1748267	0.5868817	0.6033080	0.0051264	0.3433921	0.5077655	0.1402003	0.1333750	0.2892490	0.5881999	0.3486117	0.0036896	0.5173300	0.7025639	0.6113600	0.1454347	0.5869161	0.3340517	0.6861115	0.1374693	0.5990026	0.0002022	0.2272307	0.2773298	0.2741792	0.1887014	0.1800642	0.0004617	0.0000050	0.0049650	0.2974273	0.1291183	0.0416438	0.1359857	0.0000335	0.1617944	0.0057076	0.0178791	0.6361111	0.0015231	0.1756391	0.3746312	0.2167930	0.0000250	0.1555555	0.0014845	0.0021231	0.1720796	0.0941153	0.0566168	0.0000707	0.0052818	0.2116216	0.1118921	0.0024981	0.0587356	0.1670800	0.0021837	0.0291965	0.5160920	0.5066844	0.3033566	0.0364963	0.2665167	0.0582273	0.5759864	0.0000000	0.0034816	0.0339048	0.2725087	0.0001416	0.2730730	0.0605326	0.2677105	0.0608029	0.3903732	0.7558571	0.1465196	0.4511569	0.3117587	0.1820603	0.5340284	0.3801706	0.4607709	0.1230801	0.6343626	0.5898896	0.1779355	0.2471746	0.0000133	0.5923860	0.1547060	0.3719850	0.3519762	0.5267241	0.4065867	0.3432598	0.1427845	0.2344004	0.4200414	0.4631286	0.0377045	0.5531485	0.5956371	0.0109911	0.2380373	0.3319515	0.4334736	0.5135391	0.6789612	0.4962993	0.0986791	0.3162980	0.3060934	0.3058850	0.4372756	0.4729970	0.1417567	0.1589735	0.5519990	0.7227783	0.0897030	0.1472072	0.2602516	0.3838175	0.5101258	0.5060277	0.1738618	0.3450165	0.6921655	0.6027054	0.5466694	0.6211201	0.3314395	0.7325035
