nrfD	narP	ydhT	ydhX	ydhU	narL	ydhV	ydhW	ydhY	fdnG	fdnI	fdnH	hcr	ytfE	fdhF	hcp	yoaG	yeaR	nsrR	nrfC	nrfB	nrfA	nrfF	nrfE	nrfG	flhD	ccmE	ccmF	ccmH	flhC	ccmC	ccmB	ccmA	ccmD	modE	ccmG	napH	napF	napB	napC	napD	napG	napA	iscR	fnr	yecR	fliY	fliZ	fliA	norW	hyaA	hyaC	hyaD	norV	norR	dmsB	hyaB	appY	hyaE	hyaF	dmsA	dmsC	glpA	glpB	glpC	ppdB	fliR	gltL	flhA	flgG	fliN	fliQ	fliL	flgH	fliI	yhjH	fliK	hdfR	dcuS	ycgR	flgD	pheM	fliD	flgI	fliP	gltI	flgB	ppdC	gltJ	ygbK	flgC	fliO	dmsD	ygbA	ppdA	ynfG	ygdB	flgM	flgJ	flgE	flgN	fliG	fliH	flhB	flgF	fliF	flgA	fliE	fliJ	ynfE	fliT	ynfH	fliM	rplT	ynfF	gltK	narX	fliS	recC	flhE	nikB	nikR	nikE	nikD	nikA	nikC	frdA	aspA	moaB	moaA	lrhA	cydC	moaE	cueR	moaC	moaD	hydN	frdD	dcuR	frdC	frdB	dcuB	fumB	cydD	dcuA	qseB	moeB	moeA	nirD	nirC	cysG	nirB	mdh	hmp	hypF	glpR	adhE	hycD	narK	hypD	hycG	fhlA	hycB	hycE	hycA	hypC	hycI	hypB	hycH	hypE	hycC	hycF	hyfC	hyfE	hypA	hyfF	hyfR	focB	hyfD	hyfA	hyfG	hyfJ	hyfI	hyfH	hyfB	aceF	ubiA	aceE	ubiC	mglB	scpA	cueO	rybB	yqjI	rpsI	xdhA	rffE	rffD	ydeJ	tadA
0.0665276	0.7235834	0.4628196	0.3036697	0.0993128	0.4603531	0.6379702	0.5211786	0.1922978	0.0749824	0.4789222	0.1690318	0.4589484	0.2723406	0.5279025	0.4527912	0.6923903	0.0003632	0.7617069	0.0002543	0.5886396	0.2734224	0.1631364	0.3785987	0.5669899	0.0637603	0.7000104	0.1139795	0.0005325	0.5743034	0.5800162	0.4886068	0.5985149	0.4245769	0.6747230	0.3305186	0.6231587	0.1461839	0.1051384	0.1621009	0.3671931	0.0376684	0.4863479	0.5226834	0.6903207	0.5395588	0.0765485	0.0028391	0.0355935	0.2163774	0.3843327	0.6192523	0.0019495	0.2207280	0.3744672	0.4229792	0.4853279	0.4560537	0.3574252	0.2883034	0.0881160	0.5200221	0.0577445	0.4063248	0.2576914	0.7428988	0.2976282	0.4985738	0.4061121	0.0989256	0.6440380	0.0013702	0.0392182	0.5849485	0.5467715	0.0035159	0.7979722	0.8644311	0.0942902	0.2189415	0.7925249	0.3410097	0.2212801	0.4854299	0.4227326	0.1166336	0.1059566	0.5107305	0.3293345	0.6366045	0.0882202	0.4364851	0.3145226	0.0065625	0.3452803	0.7549640	0.5647660	0.3335704	0.6547905	0.6865006	0.5399976	0.3761512	0.2457319	0.3349925	0.4530930	0.4107502	0.2742688	0.4204045	0.3722979	0.5768945	0.4716827	0.3815463	0.0675400	0.0005543	0.1395762	0.0873061	0.5967910	0.5162505	0.0483515	0.2591617	0.2706991	0.4600060	0.0967842	0.3322230	0.4015737	0.0651768	0.0790015	0.2761191	0.5164044	0.5159472	0.6111683	0.5797110	0.3571920	0.6332832	0.0396555	0.4542895	0.0750096	0.6673304	0.4668734	0.2514116	0.4559425	0.3923597	0.2749327	0.5243360	0.2275339	0.4348253	0.3455103	0.4648721	0.6485307	0.3010347	0.7706328	0.6267653	0.4919966	0.3196701	0.5863331	0.8698830	0.4836673	0.3334812	0.6582658	0.3260262	0.1448810	0.1895482	0.3363722	0.0208477	0.5519180	0.0807573	0.3622284	0.5317835	0.2641395	0.1737192	0.0224234	0.6153959	0.2088891	0.2343611	0.2737703	0.0089780	0.2297045	0.1104716	0.2900096	0.2498835	0.0960327	0.6026268	0.0213287	0.2408271	0.3155514	0.3784596	0.0015196	0.2789738	0.0129309	0.0048182	0.6396733	0.4501042	0.2118432	0.4371676	0.2125641	0.6389974	0.1507501	0.2980301	0.7177116	0.2041278
0.0429704	0.6805142	0.0615830	0.5599850	0.2507553	0.6819855	0.5475995	0.5385641	0.5911563	0.2793088	0.6175874	0.2920963	0.4449849	0.5766498	0.4851418	0.4487182	0.6090850	0.0323058	0.7006131	0.0000689	0.6823985	0.3639217	0.0635068	0.2431237	0.3868428	0.0000344	0.5884217	0.0812406	0.0002873	0.5175685	0.5841740	0.6164174	0.5872100	0.3199707	0.7367559	0.0061015	0.6552934	0.3316041	0.2215509	0.0722961	0.5636128	0.0675518	0.5603062	0.7100678	0.7973331	0.5802012	0.2986884	0.0005521	0.0330962	0.1914804	0.1777452	0.5272863	0.0910364	0.2419340	0.3902334	0.2926919	0.6529374	0.6197348	0.3689957	0.5070175	0.2191470	0.5274222	0.2156051	0.1655675	0.2932000	0.1078221	0.4355124	0.5709366	0.7117293	0.0021950	0.5859202	0.3873507	0.0006176	0.4456965	0.3027095	0.0000000	0.5253221	0.6648464	0.0883795	0.0002725	0.6324951	0.1803744	0.0011143	0.6078722	0.0023611	0.3882805	0.0759007	0.2124778	0.5182218	0.2842186	0.0008893	0.0675416	0.3844910	0.0739150	0.3502060	0.6776222	0.2300192	0.0016158	0.3627150	0.3030462	0.3422720	0.1545018	0.1572615	0.3877562	0.2338159	0.0944813	0.2061626	0.5844754	0.2327531	0.6060910	0.5139633	0.0175572	0.0002651	0.0008487	0.3228224	0.0015886	0.3646381	0.4143935	0.0171249	0.2476830	0.2765414	0.5113115	0.1405590	0.1080403	0.2962359	0.1930636	0.0005109	0.2912583	0.2076878	0.3494822	0.6353482	0.6221839	0.0991963	0.8338296	0.0379976	0.6364313	0.0975636	0.3225709	0.6052495	0.6171928	0.7489852	0.3668833	0.1651027	0.4617889	0.5417272	0.4878326	0.5575845	0.4079010	0.7427045	0.2394421	0.6705325	0.6084804	0.4864180	0.2415634	0.3741013	0.4572332	0.1286118	0.7113634	0.7178989	0.1757808	0.2222154	0.1993602	0.2966975	0.1041081	0.5872708	0.4644359	0.2322829	0.5077234	0.0968671	0.1064736	0.0154833	0.7977057	0.2958404	0.3376462	0.0655015	0.0081787	0.0270401	0.1199133	0.0005120	0.1193590	0.1827994	0.5138745	0.0873330	0.1238293	0.2583505	0.4295628	0.0002695	0.4283183	0.0004492	0.1933493	0.5247579	0.5244497	0.3425665	0.6762728	0.2201187	0.6756912	0.2807367	0.2114727	0.6511659	0.3474287
0.0902870	0.5646891	0.5137911	0.2719963	0.1889767	0.3016270	0.4926099	0.5031632	0.6024325	0.3924959	0.4064696	0.2539739	0.1813443	0.1926475	0.3718526	0.3617721	0.7242914	0.1161617	0.6393744	0.1279913	0.4167395	0.5125820	0.0543461	0.5650265	0.7113303	0.0557553	0.6466085	0.0947975	0.1771026	0.5126594	0.4447923	0.7746336	0.5037366	0.6814822	0.6121661	0.3646112	0.5641205	0.3904267	0.3698385	0.1117670	0.3245210	0.2004791	0.8148243	0.6770376	0.6714617	0.7844421	0.2907333	0.0043176	0.2727555	0.1257412	0.3444520	0.5558800	0.2237389	0.2446832	0.3153296	0.1702487	0.4445574	0.7381114	0.4164872	0.4024774	0.1839440	0.7496800	0.0533083	0.1154758	0.4048932	0.5352704	0.3280175	0.5250084	0.4402490	0.0987634	0.6459806	0.0342604	0.0911473	0.2887941	0.4597895	0.2308715	0.4495859	0.7236578	0.0685281	0.0944060	0.7534157	0.1335055	0.0447650	0.3726862	0.1771317	0.0243665	0.1591194	0.2571954	0.2591459	0.3405005	0.0862009	0.3867768	0.5258892	0.0001290	0.1976580	0.7010953	0.2006632	0.2844087	0.7342439	0.7180832	0.4138989	0.1906206	0.2137975	0.2098767	0.2768182	0.0722787	0.4143110	0.5547955	0.5767108	0.4784851	0.5261190	0.3203948	0.0339789	0.0000540	0.2109919	0.1619625	0.5804817	0.3880132	0.2977608	0.2871024	0.6116168	0.5316613	0.1476424	0.4870445	0.3770456	0.4730084	0.0001374	0.5823373	0.4778396	0.3961904	0.5300400	0.7659497	0.2148125	0.6500138	0.2387446	0.4137878	0.0609674	0.4105805	0.6944160	0.6203836	0.7175211	0.6101562	0.3009957	0.5104533	0.2737848	0.6437512	0.2779057	0.1820430	0.6078266	0.1540774	0.7336912	0.5994986	0.4238422	0.3175439	0.4570008	0.7927190	0.2619343	0.4830054	0.8418151	0.4208935	0.2161715	0.3065416	0.4508548	0.0494717	0.7301322	0.1869871	0.0000770	0.3761738	0.1885723	0.1584425	0.3104574	0.7509292	0.2885297	0.1949397	0.0532114	0.3587038	0.0724709	0.0359588	0.1723867	0.0204821	0.3825099	0.5706821	0.1631010	0.1127530	0.2186145	0.4763675	0.0120319	0.3476208	0.0129245	0.1735938	0.6730800	0.3456835	0.3826534	0.5467037	0.0550552	0.6006145	0.2629439	0.2899200	0.6699057	0.2862100
0.1097902	0.7223602	0.2260351	0.2815321	0.0057012	0.4352846	0.5264531	0.4838713	0.5345627	0.1443483	0.3806741	0.2388693	0.3582079	0.4171868	0.5994621	0.5577647	0.3894462	0.3108431	0.6896511	0.3593862	0.5364251	0.4790377	0.5177675	0.4467984	0.5472689	0.1628894	0.7276023	0.3686218	0.0006431	0.5314200	0.5012948	0.6629799	0.7463029	0.5643345	0.2543040	0.4275034	0.5412413	0.6606433	0.2300402	0.0445940	0.4092503	0.0569077	0.6821588	0.6406721	0.4776274	0.5459338	0.5238174	0.0347631	0.1602033	0.3323304	0.4774398	0.6549670	0.0025015	0.2079917	0.3715722	0.5513479	0.5014112	0.7148846	0.2795360	0.4775648	0.4657887	0.5668389	0.1379412	0.1182578	0.2054230	0.6422539	0.4492470	0.4376791	0.6659231	0.1268779	0.6434746	0.3189770	0.7047326	0.3477472	0.5453577	0.0544593	0.6382042	0.6944644	0.1340590	0.4977527	0.6359514	0.3677043	0.2746728	0.5600828	0.6038503	0.0338193	0.0059167	0.4228972	0.6491046	0.7043668	0.2813186	0.4975604	0.5139378	0.0189687	0.2609204	0.5943173	0.4487414	0.3021580	0.6619364	0.5481759	0.5209934	0.3651528	0.2008814	0.1391214	0.4817077	0.5026439	0.5748972	0.4332886	0.6426522	0.3150782	0.6196191	0.4356477	0.3495088	0.0963928	0.1631492	0.4879437	0.4626886	0.4905553	0.7063480	0.4724479	0.3681945	0.5028595	0.0967807	0.3316094	0.4129004	0.4176442	0.0000052	0.2553099	0.4063567	0.2436763	0.6831004	0.5447398	0.1424211	0.6918427	0.0505258	0.1620163	0.1388680	0.4644982	0.5608737	0.6248843	0.7601769	0.3497959	0.2600000	0.5775889	0.0088460	0.6253177	0.5758952	0.3387505	0.7656775	0.3930765	0.7675538	0.6711826	0.1159956	0.4134772	0.4550641	0.4515221	0.0864071	0.1664695	0.6364500	0.2746820	0.1496937	0.2258706	0.1880255	0.0598181	0.5469328	0.0991395	0.1846128	0.4812484	0.0153699	0.1523163	0.0962591	0.4340210	0.1586323	0.3023128	0.1520740	0.0232234	0.1807245	0.4209319	0.2032000	0.3909525	0.2224175	0.5982350	0.0391715	0.5674422	0.7256112	0.5952116	0.0112459	0.2878439	0.0494943	0.1581063	0.5946275	0.4216843	0.4358034	0.3553339	0.2336716	0.6690854	0.2891353	0.2701469	0.5749221	0.2262314
0.3744731	0.6012536	0.0298340	0.5069032	0.0055253	0.3564943	0.7392263	0.4735972	0.4636653	0.1874147	0.1438033	0.2447293	0.4539832	0.2833522	0.5090673	0.6157178	0.6303180	0.1923827	0.6461851	0.0036649	0.6427333	0.4886535	0.2561158	0.0715428	0.4977122	0.0477835	0.7564597	0.0517093	0.2938530	0.6739431	0.5683377	0.5520499	0.5321467	0.7394080	0.7292471	0.3257744	0.5103609	0.5350134	0.3616234	0.1804594	0.4625811	0.3572245	0.7535577	0.4548177	0.8141176	0.5633454	0.4152698	0.0666555	0.1232252	0.1692565	0.4155523	0.5631318	0.2282736	0.3178027	0.4039725	0.4867558	0.6393627	0.5685338	0.0455551	0.3027578	0.1233179	0.6379861	0.2835185	0.1996786	0.1490805	0.6274125	0.4568207	0.5491149	0.5773437	0.1222463	0.5340171	0.2023060	0.2567161	0.3967145	0.3351031	0.0529700	0.6854271	0.6096470	0.3252604	0.3343052	0.8349364	0.3257990	0.0299123	0.5863519	0.5213704	0.0043575	0.0031044	0.5081242	0.3597059	0.2676432	0.1701689	0.4069087	0.4772373	0.0010759	0.3885328	0.6398855	0.3158025	0.3525670	0.6297602	0.5645394	0.3418274	0.2766589	0.2237678	0.2424344	0.3594685	0.3582725	0.6492822	0.2011847	0.5117815	0.3009316	0.4277670	0.1586836	0.0735705	0.0314461	0.7382032	0.1511418	0.2537960	0.6836444	0.1037963	0.3432446	0.5276325	0.1361210	0.0028926	0.1010250	0.5263905	0.4193798	0.0106631	0.4096642	0.5824817	0.2935613	0.6998974	0.5651308	0.1048582	0.4801648	0.1585429	0.3122570	0.4497478	0.5875141	0.4416539	0.3052118	0.5242376	0.3795390	0.3841472	0.6309848	0.2525448	0.6480346	0.5124590	0.2892078	0.6158602	0.1714962	0.7659502	0.6675120	0.4182993	0.2937987	0.6836251	0.4800464	0.2092803	0.3960720	0.6773196	0.2234584	0.3024216	0.2164814	0.4823013	0.3101663	0.5420221	0.3494320	0.1010070	0.4578581	0.0521668	0.1028972	0.0266316	0.6283408	0.5480523	0.2899476	0.3243473	0.0446497	0.2091325	0.4755623	0.0618699	0.3465592	0.0354154	0.5500907	0.0960915	0.3450981	0.3973781	0.5752797	0.0008238	0.3359502	0.0123074	0.0004951	0.6775622	0.6392451	0.2490672	0.4274578	0.0317761	0.5126918	0.2435468	0.3030485	0.5870881	0.3360534
0.1328092	0.6030551	0.5046079	0.4000651	0.0064643	0.6517101	0.6819656	0.6021632	0.6533016	0.2581605	0.3064546	0.5767693	0.1658959	0.4861359	0.3761739	0.5618412	0.5484732	0.3100060	0.2949541	0.0383619	0.6543469	0.4335178	0.5432444	0.3091900	0.6661601	0.2146372	0.6867686	0.4439777	0.1857584	0.4974360	0.3483666	0.3540213	0.5010287	0.5962859	0.5418609	0.1581120	0.6161257	0.3095051	0.1362413	0.0973648	0.4224827	0.3933003	0.4044582	0.6351209	0.6806204	0.5795904	0.5409797	0.3047438	0.3054180	0.5936182	0.4985606	0.6313047	0.0017496	0.2364553	0.6264894	0.4434886	0.6493506	0.4002177	0.0625552	0.0741219	0.1933577	0.7157117	0.5383846	0.1232476	0.5128874	0.6816999	0.4902152	0.4930355	0.4126550	0.2253838	0.7387916	0.2703879	0.7468236	0.6317247	0.4654137	0.1082093	0.6142361	0.7247768	0.3317954	0.5556866	0.8094422	0.4592611	0.2985750	0.5563206	0.6304729	0.3053718	0.0140685	0.4235724	0.4251319	0.3036286	0.1520889	0.5076293	0.3671994	0.1342299	0.3184932	0.4854735	0.2958470	0.3000879	0.6128390	0.7182824	0.5966544	0.3190639	0.3269458	0.4148604	0.3224745	0.4445679	0.5178398	0.5850494	0.5569689	0.2738281	0.4710182	0.3186122	0.2928162	0.0579335	0.3541619	0.5243793	0.4781269	0.4418025	0.6979379	0.3953832	0.3740888	0.4869245	0.0010277	0.1001750	0.4319022	0.2622716	0.3886778	0.1561975	0.4191390	0.4214768	0.6786529	0.6749358	0.2891574	0.2652743	0.6131686	0.2573645	0.6383703	0.5195108	0.4820929	0.4914593	0.3629891	0.2860837	0.2557052	0.6635526	0.0066993	0.6068403	0.2419737	0.3513828	0.6375816	0.2023023	0.6722433	0.6770447	0.3056930	0.2946042	0.6057058	0.4872945	0.2270525	0.4292133	0.6581544	0.5213717	0.4180713	0.7370593	0.4189933	0.3811403	0.6982047	0.4559561	0.0007397	0.6426987	0.1680563	0.3719591	0.2448691	0.6748891	0.4400872	0.1930602	0.5298067	0.1331623	0.1216498	0.2716302	0.0788525	0.5497932	0.0618431	0.6535629	0.3413367	0.2377771	0.2176819	0.7542654	0.0008504	0.4496092	0.0048256	0.1711650	0.5659479	0.1468751	0.6723725	0.5021059	0.0508225	0.6723324	0.3611615	0.6161244	0.5370105	0.4667729
0.5046271	0.7641913	0.0882357	0.4129175	0.1777207	0.4841936	0.5277115	0.6385126	0.6160341	0.0311253	0.4439479	0.1690120	0.5323681	0.4889470	0.5059824	0.4946997	0.3767265	0.0002100	0.6750541	0.1720561	0.4728265	0.6248031	0.0001246	0.0024960	0.5881658	0.0008756	0.5501785	0.3041772	0.1168472	0.5782554	0.5220601	0.7851482	0.5191229	0.3210340	0.5377185	0.0591972	0.2231362	0.1352935	0.1925028	0.1261708	0.6309681	0.0008554	0.5963279	0.7053816	0.6219818	0.6617149	0.2620849	0.1308094	0.0733784	0.1059498	0.5260774	0.6229973	0.3502354	0.1952485	0.1596117	0.4256890	0.6580687	0.7290077	0.3828761	0.3500570	0.2163846	0.6190147	0.2185914	0.1657206	0.4532498	0.2233397	0.3485485	0.6679878	0.5702778	0.0015482	0.5839432	0.0960882	0.0258275	0.2950478	0.4230458	0.0000177	0.7332434	0.6794355	0.2224476	0.1777265	0.6890718	0.2657195	0.0007915	0.6517835	0.0614735	0.0000285	0.0408016	0.3531243	0.6668975	0.4099491	0.0015702	0.0443786	0.3837271	0.0013811	0.3385937	0.5905407	0.3014779	0.1246906	0.4515245	0.3095224	0.6353914	0.1348090	0.2262873	0.2857595	0.5459265	0.1838091	0.5370846	0.4736975	0.4175460	0.3573159	0.5456452	0.2419015	0.1369659	0.0809569	0.8104083	0.0526606	0.5095739	0.3912696	0.0006831	0.2531950	0.3202047	0.3595564	0.0969576	0.5649877	0.2906942	0.3673479	0.0001840	0.2057545	0.4731589	0.3528640	0.7670385	0.6232850	0.0783677	0.5624505	0.0587852	0.2886993	0.0558232	0.5845830	0.4184279	0.3003716	0.5633990	0.3453535	0.1768543	0.5262912	0.2190733	0.7704443	0.4905268	0.4743803	0.6936652	0.5308529	0.6449775	0.6047547	0.5068689	0.3310202	0.4861758	0.6070934	0.0505924	0.3419160	0.6912906	0.2701864	0.1200780	0.2568652	0.3086205	0.0069532	0.5540103	0.2225679	0.4505401	0.5654139	0.0648252	0.0902242	0.0636823	0.5486970	0.5057473	0.4541077	0.3827651	0.1638789	0.1003643	0.1537507	0.3447549	0.2782212	0.0421019	0.5308398	0.0051381	0.3589058	0.5190824	0.4057873	0.0009481	0.4504290	0.0046683	0.1723646	0.7216276	0.4884764	0.2720752	0.4357070	0.1688947	0.6090363	0.3351783	0.3806161	0.6457724	0.1993645
0.0548520	0.7621265	0.1324603	0.5483674	0.0925406	0.5328303	0.5564525	0.4714820	0.2969370	0.1397425	0.4638734	0.4361758	0.3799981	0.5324709	0.5339598	0.6362315	0.5918283	0.1642393	0.5461337	0.0040283	0.6983842	0.6624831	0.4116427	0.0928193	0.5733376	0.1044413	0.7713442	0.3977981	0.0007316	0.4405791	0.3066131	0.5862744	0.5090508	0.6193532	0.6306362	0.2220638	0.5630475	0.5042753	0.0270537	0.1907842	0.6763040	0.2428632	0.6367331	0.7395603	0.6562883	0.6215901	0.3128884	0.1941903	0.0933463	0.1518946	0.2110229	0.7834567	0.0029071	0.0765880	0.3866221	0.4350814	0.3665926	0.5731979	0.3931235	0.4738083	0.1731480	0.6499126	0.0704166	0.4201004	0.4095688	0.7582594	0.6294206	0.4506400	0.4489756	0.0875731	0.7117365	0.0545072	0.3577933	0.6415254	0.3715370	0.0912806	0.7469612	0.7677002	0.2261497	0.2725692	0.7130984	0.2031124	0.1087687	0.5351382	0.3601433	0.0039324	0.1811300	0.4380098	0.6326486	0.3825761	0.1102848	0.5787539	0.2494769	0.0017311	0.2305426	0.6967782	0.2490167	0.2240788	0.6949788	0.6850381	0.5020302	0.1636656	0.2337279	0.4039152	0.2788217	0.1854276	0.4218772	0.2073320	0.5546763	0.7600565	0.4752857	0.1735630	0.0844939	0.0687552	0.4509095	0.4237089	0.4113979	0.4374249	0.4848498	0.3729585	0.1254171	0.6678577	0.1366878	0.0249571	0.4199739	0.2677590	0.0657710	0.1483702	0.1173093	0.3676376	0.6662291	0.4511816	0.0216493	0.6442201	0.0179323	0.2087671	0.1606342	0.5334511	0.2869448	0.5614314	0.2606200	0.3551533	0.2293799	0.4906995	0.0037583	0.6478821	0.3805222	0.1904584	0.6057352	0.2362501	0.6475830	0.6460226	0.4253569	0.2342633	0.4950306	0.5846687	0.1369663	0.3903215	0.6157017	0.1833331	0.4503231	0.2823755	0.6110558	0.0534738	0.4662526	0.3711851	0.0743999	0.6460255	0.2759181	0.1729309	0.0565894	0.5095174	0.5209637	0.4510338	0.2778389	0.0581947	0.5332300	0.2959583	0.0601407	0.7106400	0.0511064	0.3715651	0.1925864	0.2752331	0.4488722	0.3304698	0.0145660	0.4105361	0.0307940	0.1907066	0.5172929	0.4960663	0.4884897	0.5266077	0.0334680	0.5790613	0.3710055	0.4614484	0.5673391	0.2346164
0.1281843	0.6480597	0.1285166	0.4005671	0.1813005	0.6017920	0.4045170	0.6566746	0.3511811	0.2092920	0.3930510	0.4454654	0.6404664	0.2254161	0.7169013	0.4269362	0.6421168	0.0596063	0.7340948	0.0575899	0.7592277	0.3391630	0.7285646	0.4337495	0.6805286	0.1779820	0.6691062	0.3687696	0.3958239	0.6155007	0.2266411	0.8006490	0.6329949	0.5252987	0.6667770	0.2144834	0.7389204	0.2701977	0.2227177	0.0532105	0.5421825	0.0356280	0.7293000	0.7122714	0.4651196	0.7335427	0.2098674	0.1703085	0.0646167	0.2396150	0.4382952	0.4405389	0.1953403	0.3073714	0.1786405	0.2675132	0.4598501	0.4373421	0.1924632	0.2295077	0.0072605	0.7093258	0.1798468	0.2279784	0.1323584	0.5520520	0.4927993	0.6512966	0.3548743	0.3992514	0.5700853	0.0557604	0.5472975	0.3859812	0.3756798	0.0288051	0.6008353	0.7928171	0.2049898	0.4002098	0.6465451	0.3213594	0.1086593	0.5971628	0.5256205	0.4645093	0.2563192	0.5222778	0.4031369	0.5517812	0.0951477	0.4655470	0.3512900	0.0238669	0.3777982	0.7498276	0.3382579	0.4270081	0.5958757	0.6211897	0.5464093	0.2174296	0.2338348	0.3983276	0.4387497	0.5577723	0.6436943	0.2536501	0.5988045	0.2977411	0.4363769	0.1742902	0.2055739	0.0860881	0.5860585	0.5199470	0.3802906	0.4177858	0.6578927	0.2695321	0.1954098	0.4906965	0.0003766	0.3863544	0.4067418	0.4097390	0.0693390	0.1666755	0.6027585	0.5986869	0.6747797	0.6212257	0.2433779	0.2586891	0.3030138	0.5968648	0.2150736	0.2868055	0.2631568	0.1749544	0.5513492	0.3438407	0.1614341	0.7016581	0.3514863	0.4153169	0.6428853	0.4856176	0.6686029	0.5578036	0.7226646	0.7769808	0.3992445	0.2642277	0.5487120	0.6842245	0.0567749	0.7823164	0.5651195	0.1868033	0.1808114	0.1239559	0.5016485	0.1872559	0.4583713	0.1968138	0.1520169	0.4449531	0.1059066	0.2545108	0.2455499	0.6031630	0.3945492	0.1520217	0.3031975	0.0472433	0.1184636	0.3618323	0.1545900	0.0652725	0.3166300	0.5718250	0.0097096	0.0651220	0.3857680	0.2704655	0.0078412	0.3108928	0.0055870	0.2489364	0.6465966	0.1960182	0.2021494	0.4240846	0.2160151	0.4927301	0.2372465	0.2989140	0.5068670	0.2675016
0.0115964	0.6407163	0.1839429	0.4437581	0.1064804	0.6129875	0.5540966	0.5968281	0.3898605	0.2983216	0.3003853	0.2326262	0.3310166	0.5166382	0.5218392	0.4797308	0.6311440	0.0747711	0.6793004	0.1553506	0.3814376	0.2983455	0.0009567	0.0017181	0.4025161	0.0005805	0.5992865	0.0017144	0.0081440	0.3191563	0.2470696	0.6784071	0.7083295	0.6239972	0.6092339	0.3319206	0.4434433	0.2593527	0.0145249	0.3135684	0.2845775	0.0022958	0.5339045	0.5524661	0.6046706	0.7276727	0.2467642	0.0000005	0.0878144	0.0767751	0.6527025	0.7114927	0.2573828	0.1357850	0.2635248	0.5600695	0.7144468	0.6299039	0.3088698	0.5136786	0.1767144	0.7470138	0.2016367	0.2002752	0.0974353	0.4198508	0.0398888	0.5603064	0.5609893	0.0009526	0.6618353	0.0037778	0.2505066	0.2222093	0.0968901	0.1228983	0.7138502	0.5699437	0.2074191	0.1388513	0.3558593	0.2605814	0.0275113	0.5628060	0.0001804	0.0555003	0.2635929	0.1804689	0.2208481	0.2496099	0.0004014	0.0081920	0.2898289	0.0123289	0.1054142	0.6449390	0.1363173	0.3534609	0.1836830	0.1479608	0.1980232	0.0794120	0.0514877	0.2331393	0.3121123	0.0841778	0.1967803	0.2414313	0.2546210	0.5696859	0.4979536	0.3224508	0.2737052	0.0001947	0.5535599	0.1729008	0.5500926	0.1255047	0.0899215	0.5024553	0.3380943	0.4764931	0.0375729	0.2844630	0.4555594	0.3730924	0.0104052	0.2580337	0.5774967	0.2616315	0.6843159	0.5297131	0.0577606	0.7777244	0.1597648	0.1559117	0.2006037	0.4736305	0.5444573	0.2410114	0.5683852	0.4350703	0.3967791	0.5499059	0.0578196	0.3076666	0.5231917	0.3307307	0.6241136	0.2793226	0.6644382	0.8630186	0.4952463	0.3308294	0.3026148	0.6526635	0.1226566	0.3709306	0.7966716	0.3835391	0.1861360	0.3457121	0.4664156	0.0065500	0.6333180	0.2311406	0.0557484	0.5648892	0.2468112	0.0956528	0.0326772	0.5705090	0.3398921	0.3201862	0.1923457	0.2548909	0.2261999	0.2272940	0.1439689	0.5299191	0.0510270	0.6999177	0.0088734	0.1447261	0.4395511	0.4215791	0.0218049	0.3874128	0.0006824	0.3401048	0.7208046	0.5085153	0.3639303	0.5393455	0.2481114	0.4831018	0.3139483	0.1998019	0.6023779	0.2964827
